1772323200000000,66977.23000000,67128.88000000,66630.80000000,66803.01000000,177.28127000,1772326799999999,11852459.95616620,18705,93.89588000,6278360.52412090,0
1772326800000000,66802.13000000,67717.43000000,66056.01000000,67349.01000000,548.85769000,1772330399999999,36677404.57924440,43564,257.16049000,17202766.76561020,0
1772330400000000,67349.01000000,68250.00000000,67349.00000000,67621.00000000,592.00157000,1772333999999999,40187395.73431560,51944,283.77454000,19260306.39447040,0
1772334000000000,67620.00000000,67817.99000000,67403.00000000,67513.00000000,172.09917000,1772337599999999,11633441.17193520,16764,83.02418000,5613495.53955110,0
1772337600000000,67513.01000000,67616.77000000,67083.00000000,67342.00000000,198.50441000,1772341199999999,13362291.93298220,17779,91.77313000,6177990.42122430,0
1772341200000000,67347.00000000,67578.07000000,67202.38000000,67292.00000000,137.71127000,1772344799999999,9282304.72551780,10120,64.73302000,4363740.06041800,0
1772344800000000,67297.59000000,67352.73000000,66785.81000000,66931.41000000,189.22016000,1772348399999999,12683060.78483800,17245,72.26852000,4844456.89008910,0
1772348400000000,66931.41000000,67238.53000000,66789.60000000,67143.44000000,125.74231000,1772351999999999,8431182.08807750,11893,73.46541000,4926625.48807240,0
1772352000000000,67145.00000000,67300.00000000,66470.03000000,66574.76000000,263.69768000,1772355599999999,17634148.33533530,17985,87.37651000,5844503.81704440,0
1772355600000000,66579.93000000,66782.80000000,66248.98000000,66412.50000000,141.33164000,1772359199999999,9399107.96469110,15723,63.95908000,4253969.82226620,0
1772359200000000,66412.49000000,66739.11000000,66224.06000000,66473.69000000,141.07357000,1772362799999999,9380274.87796450,13922,67.92995000,4516832.98412100,0
1772362800000000,66473.69000000,66675.00000000,66377.97000000,66474.00000000,75.52621000,1772366399999999,5023754.67321590,7481,41.84621000,2783607.04946020,0
1772366400000000,66474.01000000,66559.54000000,66250.75000000,66302.95000000,78.87612000,1772369999999999,5239357.55804060,8632,37.55862000,2495031.23767490,0
1772370000000000,66302.95000000,67365.32000000,66139.81000000,66944.64000000,261.23187000,1772373599999999,17443304.87628620,25465,122.66576000,8193033.57406920,0
1772373600000000,66944.65000000,67321.53000000,66757.83000000,66856.00000000,194.71435000,1772377199999999,13039781.18657130,22235,89.97295000,6027129.71497590,0
1772377200000000,66850.51000000,67249.69000000,66825.57000000,66847.20000000,166.95880000,1772380799999999,11200914.48264830,15000,85.47725000,5733855.63542360,0
1772380800000000,66848.00000000,67119.33000000,65825.01000000,66145.23000000,304.29077000,1772384399999999,20222948.58840310,26509,142.34681000,9459037.36811530,0
1772384400000000,66145.23000000,66227.27000000,65728.14000000,65986.46000000,240.22535000,1772387999999999,15862049.48706620,19505,110.15811000,7273193.87393540,0
1772388000000000,65987.00000000,66667.75000000,65987.00000000,66322.99000000,305.92020000,1772391599999999,20308334.09150980,29023,169.93117000,11279816.17812820,0
1772391600000000,66323.00000000,66364.72000000,65777.77000000,65966.35000000,274.16813000,1772395199999999,18110472.15853880,22707,125.18172000,8269344.94342480,0
1772395200000000,65966.34000000,65967.96000000,65083.34000000,65301.01000000,388.19494000,1772398799999999,25379733.55425680,33497,165.60274000,10825743.12216230,0
1772398800000000,65301.01000000,65766.27000000,65285.62000000,65672.73000000,295.15816000,1772402399999999,19345262.92283040,16537,146.42368000,9596705.27821760,0
1772402400000000,65672.73000000,66503.14000000,65050.01000000,65262.96000000,484.63413000,1772405999999999,31889045.11624800,37860,241.78480000,15900203.76672920,0
1772406000000000,65265.47000000,66100.00000000,65122.00000000,65774.94000000,266.99198000,1772409599999999,17545512.92398540,26745,134.68798000,8852542.37537720,0
1772409600000000,65778.16000000,66794.00000000,65758.85000000,66512.69000000,329.59101000,1772413199999999,21847772.70320160,32133,127.61301000,8449954.31395250,0
1772413200000000,66515.54000000,67083.81000000,66370.65000000,66538.00000000,212.55716000,1772416799999999,14178442.69229500,27888,90.95291000,6067660.40601290,0
1772416800000000,66538.00000000,66619.02000000,65894.97000000,66280.49000000,174.63459000,1772420399999999,11566562.31090100,20075,72.61933000,4809673.77860680,0
1772420400000000,66280.49000000,67040.00000000,66113.05000000,66819.05000000,253.75637000,1772423999999999,16921097.66047250,21863,94.40849000,6298473.86863160,0
1772424000000000,66825.00000000,66983.87000000,66638.16000000,66864.19000000,227.35796000,1772427599999999,15186139.11371800,16951,74.08341000,4948537.38575060,0
1772427600000000,66864.20000000,66999.69000000,66560.75000000,66733.12000000,163.34876000,1772431199999999,10910428.53131910,15042,60.54201000,4043290.60839820,0
1772431200000000,66733.13000000,66740.93000000,66065.23000000,66214.01000000,262.71466000,1772434799999999,17428278.51449280,20780,86.93202000,5762957.02637140,0
1772434800000000,66212.02000000,66213.99000000,65554.57000000,66010.00000000,292.37749000,1772438399999999,19247207.25851700,24780,140.58679000,9255655.58069420,0
1772438400000000,66015.02000000,66308.81000000,65659.13000000,66295.97000000,312.63033000,1772441999999999,20617763.58635270,28906,117.93134000,7779992.33037160,0
